Iktatószám,Státusz,Felelős,Igény dátuma,Fizetendő,Gépállás,Teljesítés dátuma,Áttárolás száma,Msz,Megrendelő,Géptípus,Igény,Megjegyzés (email),Megjegyzés GYE
SZÉV2019-0056,0,"GYE
EG",02.04,,,02.06,ok,M17171,Dr. Varga,SC-32,csapágyanya,"Gyártásba szeretnénk adni az alábbi elérési útvonalon található rajzon látható tengelyanyát:
\\10.0.3.241\gépészet\SZÉV\M17171 P18053 Dr Varga Tamás SC 32\","02.04. - Megrendelve 4 db For Tech-től -  RENDELÉS - SZR201900430 - SZÉV - Tengelyanya
02.06. - Beérkezett, ma bekerül a Fogarasira"
SZÉV2019-0057,0,"GYE
EG",02.05,,,02.05,X,M17191,Vámosgép,HMC-80,rajz,\\nctserver3\gépészet\Marógépek\WFQ 80\130352931 - Z-hajtás öá\rajzok\,"02.05. EG - Ránézésre ugyan olyan mint a bent lévő, Ioan-tól kérjünk segítséget pontos szereléstechnika leírásában!"
SZÉV2019-0058,0,"GYE
SA",02.04,,,02.04,2019/000000105,M16286 ,Pintér és Társa,EmR-1600/1604D,70 bar szivattyú,"Megjegyzés: kérlek küldjetek be szivattyút, ha van raktáron",02.04. SA - Van raktáron. Ma bekerül.
SZÉV2019-0059,0,"GYE
GA",02.01,,,02.03,2019/000000104,,K-Kart,,manométer,Kérlek küldjetek be 1 db-ot a képen szereplő nyomásmérő órából.,"02.03. GA - Az órát elküldtük pénteken.
02.04. GA - Ma reggel vettem észre, hogy a buszban maradt. Ma küldjük újra."
SZÉV2019-0060,0,"GYE
SA",01.31,,,02.05,2019/000000106,,Primaró,,Szelep,Kérlek küldjetek be 1 db-ot a csatolt képen szereplő 3/2-es szelepből.,"02.04. SA - Nem tudom a a képek alapján beazonosítani. Kérlek küldj egy élesebb képet és tudjuk meg ,hogy 24V vagy 110V.
02.04. LR - 24 Voltosat kérünk.
02.05. SA - Ma reggel elvitte Viktor."
SZÉV2019-0061,0,"GYE
SA",02.04,,,X,X,M11253,Primaró,SMART-42,Szíj,"10-00009141-00 - TNL-100AII / Szíj munkadarab elkapóra (1350mm)
Megjegyzés: Gyártótól rendeltünk tartalékot, de még nem érkezett meg. Van-e nálatok még?","02.05. SA: Nincs raktáron szíj!

Editnél már tavaly leadtuk a belső rendelést : 
BR2018/00072

Roland említette korábban ,hogy itt lehet Belföldön is gyártani:"
SZÉV2019-0062,0,"GYE
SA",01.25,,,02.21,ok,,,,Szelep,"-Szelep / Mágnesszelep vízhez BB 1/2""-os menettel + ZB10A mágnes + stekker, 10-01000175-00 - 2db
-Szelep / Mágnesszelep vízhez BB 3/4""-os menettel + ZB10A mágnes + stekker, 10-01000251-00 - 2db","02.05. EG: Egy rendelés beérkezését várjuk, mert le vagyunk fogyva, küldeni fogjuk!
02.21. EG: Ma bekerült 3-3 db"
SZÉV2019-0063,0,"GYE
EG",02.01,,,02.05,X,M15065 ,Gyopár,RY-42,érzékelő,"Van nálatok RA-1705PC-3M típusú érzékelő? Találtam jobb minőségű képet róla, mellékeltem azt is.","02.05. EG: Volt gépről leszerelt, nincs cikkszáma, se ára!
Ma bekerül 1 db RC RA-1705PC-3M 10-30VDC!
02.05. EG: Ránézésre azitthon beszerezhető közelítéskapcsolók nagyon hasonlítanak rá, ez alapjánt 5-10.000 HUF a beszerzési áruk itthonról.

Csináltam hozzá cikkszámot: 10-10005077-00,Közelítéskapcsoló RC RA-1705PC-3M (RY-42)"
SZÉV2019-0064,X,"GYE
EG",02.01,,,02.05,2019/000000106,M07153,MSK,Euromill-3000,forgácskihordó motor,Kérlek küldjetek be 1 db Sesame G11V200S-90 típusú forgácskihordó motort! Csatoltam az adattábláját.,"02.05. EG: 1 db használtat talátunk, bekerül a SZÉV-be kérlek beszerelés előtt próbáljátok ki!
Csináltam rá cikkszámot, Adrián kérlek tárold át!
Egy új ilyen ára 160-200 USD szokott lenni
10-10005078-00 Tartalék / Sesame G11V200S-90 hajtóműves motor"
SZÉV2019-0065,0,"GYE
EG",02.05,,,02.08,ok,M07323,Metal-99,CT-40,szíj,"1 db 12 bordás Poly-V szíj, külső kerülete kb. 1400 mm, egy profil szélessége kb. 4,7 mm, teljes szélességre 59 mm-t mértünk.","02.05. Megrendelve

PowerBelt - BELSŐ RENDELÉS - 06123/19-WR - SZR201900433 - SZÉV2019-0065 - CT-40 - Főhajtás szíj

Várható beérkezés 6-7 munkanap
02.08. EG: Beérkezett egyből a SZÉV-be"
SZÉV2019-0066,0,"GYE
SA",02.05,,,02.05,2019/000000114,,SzelesBt,TMV-510,szerszámzseb,elvileg van raktáron 3db: Tartalék / TMV-510T (sn:15917) / Szerszámtár zseb BT-30 - 10-00009362-00,
SZÉV2019-0067,0,"GYE
EG",02.04,,,"02.11.
02.28.",ok,,BKV,EEN-400,"csapágy
tányérrugók","- 1 db 6014 mélyhornyú golyóscsapágy
- 6 db 28,50mm x 45,00mm x 2,50mm tányérrugó (DIN 2093, rugóacél)
- 12 db 28,50mm x 56,00mm x 3,00mm tányérrugó (DIN 2093, rugóacél)

02.25. BD: Igény2: 1(+2) db 6003 ZZ golyóscsapágy
","02.05. 
Plusz&Roll - SOS RENDELÉS - SZÉV2019-0067 - EEN-400 Berg meghúzó csapágy
1-2 munkanap - 02.07. Beérkezett

Biotek - BELSŐ RENDELÉS - SZR201900445 - SZÉV2019-0067 - EEN-400 - Berg meghúzó tányérrugó
1-2 munkanap - 02.07. Beérkezett, átkerült a Biotek-be

N+K - SOS RENDELÉS - SZR201900446 - SZÉV2019-0067 - EEN-400 Berg meghúzó tányérrugó átalakítás
3-4 munkanap

02.11. SA: ma bekerül
02.28. Igény2: megrendelve
Plusz&Roll - RENDELÉS - SZÉV2019-0067 - Berg meghúzó csapágyak - ma be is kerül a SZÉV-be"
SZÉV2019-0068,0,"GYE
EG",02.07,,,02.12,,M17191,Vámosgép,WFQ-80,x szíjtárcsa,"Kérlek soron kívül indítsuk gyártásba a szíjtárcsát:

1db - 130353860 - 30-8M-30 fogasrúd átmunkálás

Az eredeti tönkrement nem használható!","02.07. PowerBelt - BELSŐ RENDELÉS - SZÉV2019-0068- 06899/19-WR - TARTALÉK - WFQ-80 - X és Z szíj - > Beérkezett 02.08.
02.07. For-Tech - SOS RENDELÉS - SZR201900473 - SZÉV2019-0068 - M17191 HMC-80 - X szíjtárcsa -> 02.07. lekerült a fogazott rúd Gyenizséhez! -> 02.11. Beérkezett
02.12. kipostázva az ügyfélnek"
SZÉV2019-0069,0,"GYE
EG",02.07,,,,ok,M16070,Nivelco,Smart-42,szűrő + tartókonzol,"Igény: 1 db gépágyra rögzíthető vízszűrő tartó konzol, 3 méter 3/4""-es vízcső + szerelvény
- Vízszűrő cikkszáma: 10-10000612
- Neve/Típusa: FF06-3/4AAEDT 3/4""
Megjegyzés: csatoltam egy képet a vízszűrőről önmagában, illetve egy felszereltről

02.11. A pontos Igény:
- 2 db egyenes 3/4""-es csatlakozó külső menettel, 5/8"" - os tömlőhöz való fogazott csatlakozóval;
- 1 db 3/4"" BB 90°-os könyök;
- 1 db 3/4""-es karmantyú;
- 1 db tartó konzol benne min. D=62mm átmérőjű furattal a szűrőnek és min. L=100-120mm a tartó konzol hosszának;
Megjegyzés: mellékeltem egy képet a beépítés helyéről, amin látszik az ügyfél által utólagosan igényelt szűrő is, illetve egy képet a szűrő dobozán lévő információkról
Szűrő cikkszáma: 10-10000612

02.12. Igény2: 
- Minimum 3-4 bar nyomást előállítani tudó vízszivattyú. 
- Szivattyú homlokpajzsán lévő felfogató furatok távolsága: 120mm x 120mm. 
- A jelenlegi szivattyú kiemelés nélküli, hagyományos, 3 lépcsős lapátos, kb. 2 bar nyomást tud előállítani. 
- Csőcsonkja 3/4""-es külső menetes.
Megjegyzés: az ügyfél panaszkodott rá, hogy a jelenlegi szerszámon keresztüli hűtés víznyomása nem elégséges. Csatoltam képeket a vízszivattyúról. Állítólag TNL-ekhez, ami volt régebben Grundfos, ahhoz hasonlatos méretekben.","02.07. EG: Dóri! A megbeszéltek szerint, leadjátok a pontos igényt!
02.12. SA: MA bekerül
02.12. Új igény érkezett!
02.21. szivattyú
03.11. EG: Már minden bekerült, lezártam"
SZÉV2019-0070,0,"GYE
GA",02.07,,,02.07,ok,M11253,Primaró,Smart-42,csapágy,,02.07. GA: Ma küldjük
SZÉV2019-0071,0,"GYE
SA",02.12,,,02.15,,,,,Nyomáskapcsoló,"Hidraulika / Nyomáskapcsoló gomba 1-10 BAR D=1/4"" (0166-407-03-1-027) olajgomba,10-00002431-00 - 5db

-Hidraulika / Nyomáskapcsoló gomba 10-20 BAR D=1/4"" (0166-411-03-1-043) olajgomba,10-00002433-00 - 5db",02.21. EG: múlt héten bekerült
SZÉV2019-0072,0,"GYE
EG",02.12,,,02.12,ok,,,Tomill-160,szíj,1db T5/330 (16mm) szíjat,"02.12. EG - Megrendeltem 3 db-ot!
PowerBelt - BELSŐ RENDELÉS - SZÉV2019-0072 - 07564/19-WR - Tomill-160 taralék szíj	"
SZÉV2019-0073,0,"GYE
SA",02.12,,,ok,,M07360,Primaró,TNL-130ADT,fék munkahenger,M07360 Tnl100-hez szükségünk van egy fék munkahengerre (üf küldött be képeket róla).,
SZÉV2019-0074,0,"GYE
SA",02.12,,,03.26,ok,,Turnings,SC-32,Reed relé,"2 db SC-32 eszterga elkapókar végállást érzékelő reléje tönkrement.
A relé modell száma: AIRTAC Model CS1-M
Kérem a cseréjét.","02.28. EG: Múlt héten vitt be Zoli egy féle reed reléből nagyon sok darabot, azt esetleg meg lehetne nézni, hogy tudjuk-e ott használni!
Amennyiben nem, kérjük az adatokat és intézzük az úgy relét!

03.22. EG-> Babett: ANYAGIGÉNY - SZÉV2019-0074 - SC-32 - Elkapókar relé cseréje"
SZÉV2019-0075,0,"GYE
EG",02.12,,,,,,,,Szerszámok,Csatoltan küldöm a SZÉV idei első szerszámigényét Excelben. Leghamarabb mikorra szerezhetőek be az eszközök?,"02.14. BD: Várjunk egy hetet, még kiegészítik a srácot!"
SZÉV2019-0076,0,"SZÉV
LR
AA",02.12,,1,,,M08052,Fastron,EmB-V1600MC (EmB-1600),"ékléc
törlő
szelep
visszacsapószelep","- az Y ékléceinek felújítására - kint van Taksonyban, mikorra várható, hogy elkészül?- SOS - 02.05. óta áll a gép!
- vezetéktörlők cseréje - küldtünk ki Taksonyba egy mintát, egy komplett gépre való mennyiség kellene, hogy a helyszínen be tudjuk szabni
- külső hűtés szelep átszakadt: van pontos típus Szeles Pisti és Tóth Pista?
- visszacsapó szelepekből hány darab és mekkora méretűek szükségesek Szeles Pisti és Tóth Pista?","02.12. EG
- kúposléc - megnézzük Józsi bácsival
- törlő - szerintem lesz raktáron ez a két méretű profil hozzá, megnézem
- mágnesszelep - várjuk az infót
- visszacsapószelep - várjuk az infót
02.13. Turcite megrendelve Super Seal
02.14. EG - javított kúposléc ma bekerül a SZÉV-be
02.20. Kúposlécet mégsem kérik, komplett felújítást kérnek Roland-AA"
SZÉV2019-0077,0,"GYE
EG
IJ",02.13,1,1,,,M12004,Goodwill Trade,Eml-1020D,,"Főorsó (Royal 10 000 rpm):
- 4 db FAG HS7014-C-T-P4S-UL (10 000 rpm-et tudó csapágy)
- 58 db 40x20,50x2,50 tányérrugó (DIN 2093 rugóacél) 
- 1 db P5 O-gyűrű (4.80mm x 1.90mm)
- 1 db P7 O-gyűrű (6.80mm x 1.90mm)
- 2 db P12 O-gyűrű (11.80mm x 2.40mm)
- 2 db P22 O-gyűrű (21.80mm x 2.40mm)  
- 1 db P34 O-gyűrű (33.70mm x 3.50mm)
- 2 db P52 O-gyűrű (51.60mm x 5.70mm)
- 1 db G24 O-gyűrű (24.40mm x 3.10mm)  
- 1 db G65 O-gyűrű (64.40mm x 3.10mm)
- 2 db G135 O-gyűrű (134.40mm x 3.10mm)
- 3 db G140 O-gyűrű (139.40mm x 3.10mm)
- 1 db ROTEX GS-42 Piros kuplung kereszt
- 2 db MB 2 Körmös biztosító lemez (DIN 5406)

Főmotor (NCT AiS132 10 000 rpm): 
- 1 db Deublin 902-120-188 hűtőborda nélküli (Cikksz.: 10-00002612-00)
- 2 db 6207 ZZ/C3 főmotor csapágy

Főorsó Munkahenger
- felújításra kiküldjük Ricsi részére","02.13. 
Biotek - BELSŐ RENDELÉS - SZR201900538 - SZÉV2019-0077 - EmL-1020D főorsó tányérrugók - beszerzési idő 2-3 hét -> Megrendeltem Fabory-tól is, 02.22-re várható!
Plusz&Roll - RENDELÉS - SZÉV2019-0077 - Főorsó és főmotor - O-gyűrűk és csapágy - beszerzési idő 2-3 mnap - beérkezett
Power Belt - RENDELÉS - SZR201900541 - SZÉV2019-0077 - EmL-1020D AiS-132 tengelykapcsoló betét - polcról hozható - beérkezett
Pannon Csapágy - ÁRAJÁNLAT - SZÉV2019-0077 - EmL-1020D - Főorsó csapágy - beérkezett
BétaBagoly - RENDELÉS - SZÉV2019-0077 - EmL-1020D - Szerszám oldó munkahenger - 02.20. várható

02.14. EG - Roland és Józs bácsi napközben egyeztettek, a főmotorhoz beküljük ma az alábbi pontosított igényt:
1 db IBC 6207 TB P4A2H csapágy
2 db FAG B7209-C-T-P4S-UL csapágy
02.19. CSZ: ÁRAT FRISSÍTSÜNK!

Pannon Csapágy - RENDELÉS - SZR201900565 - SZÉV2019-0077 - EmL-1020D - Főorsó csapágy - 02.22-re várható - FIZETENDŐ - fizetve, beérkezett"
SZÉV2019-0078,0,IMP,02.11,,1,,,M16104,Plastic-Form Kft.,KAFO KFO-620-5AX,C-tengely bordásszíj,1(+1) db Unitta 784-8YU (B=37mmm) bordásszíj,"02.14. GA: Nincs ilyenszíjunk! -> IMPORT
02.20. Beni: A szíjfeszítő megöli a szíjat! -> IMPORT, vagy átalakítani
02.20. Tóth I: Szíj el van ázva, a szíjfesztő tengelye ferdén áll, rávezeti a szíjtárcsa peremére a szíjat.  -> IMPORT - TÖMÍTÉS, SZÍJFESZÍTŐ
03.19. Babett próbál szerezni külön csak szíjat!"
SZÉV2019-0079,0,IMP,02.15,,0,,ok,M05047,Manz Automation Hungary,TNL-100AL,revolverfej tájolócsapok,"revolverfej tájolócsapokból van szükségünk 6 db-ra, Átmérő 10-es csapok, a revfejtárcsából kb. 10-15 mm-t lógnak ki.","02.20. IMP: 02.25. a várható beérkezése
03.13. SA: Ezt már beérkeztettem és kiosztottam.
A Szév is megkapta a tájolócsapokat.
03.13. LR: Dóri asztalán volt, ma kipostázzuk.
04.02. kaptam árakat 5 EUR/db"
SZÉV2019-0080,0,"GYE
IJ",02.15,0,1,03.11,,M11357/M06079,Magyarmet Kft.,Gildemeister GD-5DT,"ZARF csapágy, tengelyszorító, orsóanya","- 2 (+1) db Tengelyszorító
Gyártó: Spieth
Szorító típusa: DSL 25.42
d x D x L : 25mm x 42mm x 41mm
Furatok: M4, 6 db
- 2 db Speciális kombinált csapágy:
- INA ZARF 3080  PL TN NA STD
- 2(+2) db Golyósorsó anya:
M30x1.5 (D=45mm külső átmérő, b=17mm széles)
- 2 db 52x68x8 NBR szimering (02.18. SZÉVbe bekerült)","02.15. EG: M30x1,25-ös szerintem nem létezik, M30x1,5-öst fogok rendelni, rendeltem Dórinak egy menetfésűt, hogy könnyebben menjenek az ilyen dolgok! 

02.18. BD - Lórival hozattam szimeringet
02.19. Pannon Csapágy - RENDELÉS - SZR201900601 - SZÉV2019-0080 - M11357 - M06079 - Gildmeister - GD-5D - FIZETENDŐ - 03.05-06 a várható beérkezés
03.19. EG: Már túl vagyunk rajta, az utolsó SPIETH tételt 03.11. vette fel egyből a SZÉV"
SZÉV2019-0081,0,"GYE
EG
RG",02.19,,1,,,M14281,Contarex,BNC-2680-2T,rugók,"Anno egy feszítőpatron lett leszállítva a szóban forgó témában.
Enne a visszanyomó rugói tönkrementek.
Sajnos dokumentációt nem találtam.
Kérnék egy árajánlatot a pótlásra.
Sürgős, mert jelenleg fogja a termelést.","02.18. EG - Árajánlat Losonczi -> Nem tudják milyen méretű van benne, le kell méretni az ügyféllel
02.19. EG - Gabriella pontosítsa a méreteket az ügyféllel
02.20. EG - Losonczinak elküldve a méretke
02.22. EG - Megérkezett az árajánlat R.Gabriella tovább intézi
03.22. Losonczi - RENDELÉS - SZR201901117 - SZÉV2019-0081 - M14281 BNC-2680-2T - Készülék nyomórugók
04.03. EG: Beérkezett, postázzuk el az ügyfélnek!
S.A. 04/17 - Már elpostáztuk."
SZÉV2019-0082,0,"GYE
SA",02.19,,0,05.30,,-,NCT Taksony,-,Nyomásfokozó,"2 db Hidro-pneumatikus átalakító javítása
Jelenség: gyors oldás-rögzítés esetén nem tartja meg a nyomást
SZÉV Igény:
- 1 db 0-60 bar hidraulika nyomásmérő órát, ami 3/8""-os furatba illeszkedik és/vagy
- 1 db 3/8""-os csatlakozó a munkahengerbe külső menetes kúpos, amibe az órát tudjuk tenni;",02.21. EG: email-t küldeni
SZÉV2019-0083,0,"GYE
IJ",02.19,,1,02.26,,-,Berta Istvánné,Dugattyú eszterga,1 pár 7208CTRDULP3 vagy 2 db 7208CTRSULP3 csapágyak,Igény: 1 pár 7208CTRDULP3 vagy 2 db 7208CTRSULP3 csapágyak,"02.19. IJ - A kép szerint a csapágy 25 fokos hatásszögű.
A ""C"" jel nem jó vagy A5 vagy E a jó jel.
02.20. TralTrade - RENDELÉS - SZR201900626 - SZÉV2019-0083 - Csapszegfúró felújítás - FIZETENDŐ"
SZÉV2019-0084,0,"GYE
EG",01.15,,,02.21,,,Bearing,,szűrőbetétek,"Kérlek küldjetek be 10 db fémszűrőbetétet Honeywell 10-100000612-00 FF06-3/4AAEDT ivóvíz szűrőhöz. 5 db Bearing, 5 db tartalék.","02.21. EG: 1 db mintát beküldünk, Zoli vesz a Fogarasi Kft-nél 10-10 db-ot "
SZÉV2019-0085,0,GYE,02.19,,,02.25,,M13061/M15206?,SPH Plusz Kft.,MM-760,,"Igény: ha a Taksonyban lévő csere szabatos, akkor vissza rendeljük a taralékot a Gyártótól
Megjegyzés: 10-00009562-00 Szerszámtár tárcsa L4C16-B0 16T DIN#40 (Spare / MM-430 / Tool changer disc L4C16-B0 16T DIN#40)","02.20. EG - van egy komplett tár 3 orsós gépről lett leszerlve, raktárra tartaléknak
02.21. CSZ - árajánlatot kiküldtünk, ha megrendelik, akkor jelezzük és jöhet be
02.25. EG - Ma bekerült a Fogarasira"
SZÉV2019-0086,X,"GYE
EG",02.18,,1,,,M15086,Krüger,HG-400,,"1. Szerszámcserélő kar megakad, szerszámcsere belassul, a forgató motor forró. Kézzel sem tudják tekerni a motort, teljesen megrekedt.
A karforgató szerkezetben lévő tűgörgős csapágyakra gyanakszunk. Tartalék szerszámcserélő egységet vinnénk magunkkal, ha van pont ugyanolyan kivitelű, csatoltam néhány képet.
Kérek egy választ, hogy milyenek vannak Taksonyban képekkel!

2. A palettacserélő láncterelő vasa elgörbült. (20190207_142445450_iOS.jpg)
Az Ügyfél csináltat magának, a láncfeszítést megpróbálja beállítani, ha valamivel nem boldogul jelezni fogja.

3. Beázott géplámpa cseréje
Géplámpa típusa: JF-WN20DB; 230 V, teljes hossza: 82 cm. Csatoltam képet.","02.20. rajz és kitárolás szerint megnézzük a tűgörgős csapágyakat és megrendeljük
02.22. EG: Megrendelve
Plusz&Roll -  SOS RENDELÉS - SZÉV2019-0086 - HG-400 - csapágyak
03.06. EG: SZTORNÓZTAM az igényt, nem küldjük be ezeket a tételeket, nem ez volt a hiba!"
SZÉV2019-0087,0,"GYE
SA",02.18,,0,02.21,ok,M10004,Unify,TNL-130,nyomáskapcsoló,Csatolt képen látható nyomáskapcsoló kellene ( 0.4-2MPa=4-20 bar); HW1-3T0-02 model,"02.21. EG: Ma bekerül 1 db 10-00005745-00,Olaj nyomás kapcsoló, HW1-3T0-02, 4~20 kgs (0,4-2MPa)

Adrián!

Kérlek tároljátok át!
2012-es nettó beszerzési ár 151 USD, szerintem emelni kell rajta legalább 200 USD-re plusz a szorzók!"
SZÉV2019-0088,0,"GYE
TT
IMP",02.21,,0,ok,,-,MVM OVIT ZRT,EEN-400 SZIM/Baruffaldi TA-160-4PS késtartó,"1 méter, 1/2""-os Fémszövött kábel anakonda","Igény: 1 méter 1/2""-os fémszövésű kábelvédő anakonda, egyik végén külső menetes, másik végén belső menetes véggel, 4 db késleszorító köröm
02.28. LR:Az 1 méteres védőcső beérkezett a szervizbe.
03.04. BD:Tudni kb. mikorra érkeznek be a leszorító kengyelek?","02.21. Megrendelve - Szimikron- SZR201900661 - SZÉV2019-0088 - EEN-400 - Revolverfej bekötéséhez védőcső - beérkezett a SZÉV-be 02.28.
02.22. BARUFFALDI - RENDELÉS - SZÉV2019-0088 - TA(N)-160 revolverfej - Kés leszorító kengyel"
SZÉV2019-0089,0,"GY
SA
EG",02.21,,1,,"SZR2019/00747 
menesztő diók ára",M13061/M15206,SPH Plusz Kft.,MM-760,"SK40 Főorsó dió, csapágy, o-gyűrű","02.21. Igény: 2 db menesztő dió SK40-es főorsóhoz, mellékeltem képeket róla, van kint tartalékban nektek ilyen?
02.22. Igény2: 
3 db 7012CDGAT/P4A vagy 1 pár 7012CTRDULP3 NSK és 1 db 7012CTRSULP3 NSK főorsó csapágy (8 000 rpm-hez), 
3(+10) db 113.00mm x 3.00mm O-gyűrű, 1(+10) db 114.00mm x 2.00mm O-gyűrű","02.22. EG
Igény1: Nem találtam a helyén, Adrián kérlek te is nézz rá.

Igény2: O-gyűrű megrendelve
Plusz&Roll - RENDELÉS - SZÉV2019-0089 - MM-760 főorsó o-gyűrű - már beérkezett
Igény2: Csapágy nincs NCT raktárban, árajánlat elindítva
Tral Trade - ÁRAJÁNLAT-M13061/M15206-MM760
03.19. EG: Viktor: Túl vagyunk rajta"
SZÉV2019-0090,0,"GYE
EG",02.22,,1,03.06,,M14281,Contarex Agrotechnika,BNC-2680-2T,Főhajtás hosszbordás szíjak,"2 db Polyflex JB ékszíj  (3 hosszbordás) 3/11MS1700JB
2 db Polyflex JB ékszíj  (2 hosszbordás) 2/11MS1700JB","02.22. EG: 
1) Nem egy tömlőből lévő szíjak NCT raktárról, nem tudunk rá garanciát vállalni! Így az alábbi árakat ne 2-vel szorozzuk hanem kevesebbel. (Új gépekkel érkezett fel nem használt tartlék szíjak!)
2) Elindított árajánlat alapján egy másik árat és szállítási határidőt fogok adni:
02.25. EG: Megjött az árajánlat, szerintem ezzel a verzióval számoljunk csak! 3-5 mnap a beszerzés
02.25. EG: Megrendelve
Powerbelt - RENDELÉS - SZR201900700 - SZÉV2019-0090 - BNC-2680-2T - Főhajtás szíjak
03.06. EG: Megkapta egyből Tóth Pista"
SZÉV2019-0091,0,"GYE
EG",02.22,,0,02.22,,M17055,Novitat-Ex,Kondia B-640,Deublin 1109-020-188,,"02.22. EG: Ma bekerül!
1 db 20-00002158-00,Forgócsatlakozó / Deublin (1109-020-188) forgócsatlakozó"
SZÉV2019-0092,0,"GYE
EG",02.01,,,02.26,,,Váci SZC,Miniturn 120,szjíak,"1(+2) db PU 740-T5 16mm széles
1(+2) db PU 525-T5 10mm széles szíjak","02.22. EG - T5-740-es szíj nem létezik így a megbeszélek szerint T5-750-est rendelek!
Megrendelve!
PowerBelt - BELSŐ RENDELÉS - SZR201900675 - SZÉV2019-0092 - Miniturn szíjak
02.25. SA: Holnap bekerülnek."
SZÉV2019-0093,0,GYE,01.31,,,02.04,???,M07286 ,Rák és Rák Bt.,TNL85ADT,Hidraulika szivattyú,"A fenti cégnél elromlott a hidraulika egység szivattyúja. Kérlek küldjetek be egy szivattyút, ha van külön vagy, ha nincs, akkor egy komplett TNL hidraulika egységet.","02.04. SA: Beküldtünk egy komplett TNL Hidraulika egységet.
02.22. KG: kérhetek áttárolást vagy egy cikkszámot a hidraulika egységhez?
02.22. EG: Az alábbi cikkszámot tudod használni ehhez, szerintem nem lehet 70-es hanem 55-ös a típus!"
SZÉV2019-0094,X,"GYE
EG",02.25,,1,,,M12225 ,Santavecz Kft.,SLT-630,SZÉV2019-0094 Igény - SLT-630 Baumüller DA160 terhelésteszt,"Van-e esetleg kint olyan L-alakú, jó nagy darab vas, amelyre illeszthetni és ültetni, hozzárögzíthetni lehetne egy Baumüller DA160-as peremes motort? A motort terhelésnek kell kitenni, ami miatt fontos a megfelelő rögzítés. A tesztet itt a Fogarasin hajtanánk végre.
Csatoltam képeket is, hogy egyáltalán mi az elképzelés, a továbbiakat értelemszerűen pontosítjuk.","02.25. EG: Szia Dóri, beszéljünk róla, mert nem értem pontosan mire lenne szükségetek!"
SZÉV2019-0095,0,"GYE
GA",02.25,,1,02.26,,M11161,EFT,JCL-60AHD,Ringfeeder,2 pár 16/20-as ringfeeder,02.28. Már bekerült
SZÉV2019-0096,0,"GYE
GA",02.26,,1,02.28,ok,M11161,EFT,JCL-60AHD,X golyósorsó csapágy,4 db 20TAC,02.28. EG: ma bekerül a SZÉV-be
SZÉV2019-0097,0,IMP,01.29,,0,,,M16307,Axicont,EmR-1200B,800-5GT-30mm,"elszakadt a szíj
01.30. SZE:Azt kérdik, hogy nem kellene-e a szíjtárcsát 45mm -esre? Nem tudja , hogy milyen ford.számon használják, és milyen főorsó motorral, de ha nehézfém megmunkására használják 45mm -es jobb lenne. 
02.26. LR:A gépen kicseréltük a szíjat, dolgoznak vele. Egyelőre csak tartalék szíjakat kérünk. (Ha 45-ös szíj fog kelleni, akkor ahhoz új szíjtárcsák is kellenek majd).",
SZÉV2019-0098,0,IMP,02.14,,0,,,M16104,Plastic-Form Kft.,KAFO KFO-620-5AX,"3 db Unitta 784-8YU (B=37 mm) bordásszíj (1 db Plastic-Form, 2 db SZÉV tartalék)","szállító:Kao-Fong
02.22. LR:Ez a szíj a billenőasztalon lévő körasztal mozgatásához szükséges. A szíjakon kívül szükségünk van még szíjfeszítő görgőkre is, 3 db-ra.(1 db Plastic-Form, 2 db SZÉV tartalék) Csatoltam képet. A szállítást SOS légivel kérjük.
02.25. SZE:SOS küldjünk a billenő körasztal adattáblájáról képet, csatolva referenciaként hol található.
02.26. küldtünk képet az adattábláról (TRNC-500C-G;C7B6D015JE)
03.11. Edit küldte az ajánlatot
03.13. Megrendeltük a szíjakat
03.19. AA:Mi a körasztal gyártója? Onnan nincs? (Babettnek átküldve)
",
SZÉV2019-0099,1,IMP,02.14,,0,,,SZÉV,SZÉV Tartalék,TNL-100,"hidraulikus egység hidraulika szivattyújára lenne szükségünk, 2 db-ra","típusa:Anson  PVF-30-7010S;
nem SOS, de vissza kell pótolnunk;
02.15. SZE:Csak komplett hidraulika egységet ad a beszállítójuk már, szivattyú és motor együtt. Küldi majd az ajánlatot..
02.18. kaptunk ÁA-t a TongTai-tól (nettó 472 USD/db);
02.20. LR:Jöhet a 2 db egység. 1 db Taksony visszapótlás, 1 db SZÉV tartalék",
